"Population by disability type","Number"
"Blind/low vision",""
"Female","484"
"Male","487"
"","971"
"Deaf/hard of hearing",""
"Female","420"
"Male","446"
"","866"
"Deaf-Blind",""
"Female","63"
"Male","59"
"","122"
"Intellectual disable",""
"Female","83"
"Male","115"
"","198"
"Mental disable",""
"Female","201"
"Male","276"
"","477"
"Multiple disable",""
"Female","252"
"Male","253"
"","505"
"No disability",""
"Female","207219"
"Male","189596"
"","396815"
"Physical",""
"Female","955"
"Male","1351"
"","2306"
"Speech problem",""
"Female","341"
"Male","394"
"","735"
