"Population by Educational Attainment","Number"
"Beginners",""
"Female","542"
"Male","672"
"","1214"
"Graduate and Equivalent",""
"Female","208"
"Male","460"
"","668"
"Intermediate and Equivalent",""
"Female","713"
"Male","1128"
"","1841"
"Level not Stated",""
"Female","80"
"Male","64"
"","144"
"Lower Secondary (Class 6-8)",""
"Female","3239"
"Male","3658"
"","6897"
"Non Formal Education",""
"Female","563"
"Male","494"
"","1057"
"Others",""
"Female","18"
"Male","17"
"","35"
"Post Graduate Equivalent and Above",""
"Female","30"
"Male","174"
"","204"
"Primary Education (1-5 Class)",""
"Female","6269"
"Male","6743"
"","13012"
"Secondary Level (Class 9-10)",""
"Female","1690"
"Male","2152"
"","3842"
"SLC and Equivalent",""
"Female","1263"
"Male","1761"
"","3024"
