"Population by Educational Attainment","Number"
"Beginners",""
"Female","16"
"Male","28"
"Graduate and Equivalent",""
"Female","8"
"Male","57"
"Intermediate and Equivalent",""
"Female","84"
"Male","139"
"Level not Stated",""
"Female","2"
"Male","4"
"Lower Secondary (Class 6-8)",""
"Female","192"
"Male","202"
"Non Formal Education",""
"Female","78"
"Male","76"
"Others",""
"Female","2"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","24"
"Primary Education (1-5 Class)",""
"Female","349"
"Male","426"
"Secondary Level (Class 9-10)",""
"Female","84"
"Male","120"
"SLC and Equivalent",""
"Female","98"
"Male","150"
