"Population by Single Year of Age","Number"
"0",""
"Female","23"
"Male","27"
"1",""
"Female","17"
"Male","33"
"10",""
"Female","37"
"Male","32"
"11",""
"Female","31"
"Male","30"
"12",""
"Female","36"
"Male","36"
"13",""
"Female","49"
"Male","31"
"14",""
"Female","50"
"Male","29"
"15",""
"Female","51"
"Male","43"
"16",""
"Female","43"
"Male","49"
"17",""
"Female","30"
"Male","34"
"18",""
"Female","37"
"Male","29"
"19",""
"Female","18"
"Male","23"
"2",""
"Female","18"
"Male","20"
"20",""
"Female","38"
"Male","26"
"21",""
"Female","26"
"Male","31"
"22",""
"Female","25"
"Male","46"
"23",""
"Female","37"
"Male","42"
"24",""
"Female","26"
"Male","50"
"25",""
"Female","32"
"Male","73"
"26",""
"Female","27"
"Male","68"
"27",""
"Female","30"
"Male","90"
"28",""
"Female","32"
"Male","89"
"29",""
"Female","18"
"Male","44"
"3",""
"Female","16"
"Male","18"
"30",""
"Female","28"
"Male","62"
"31",""
"Female","19"
"Male","36"
"32",""
"Female","27"
"Male","45"
"33",""
"Female","16"
"Male","33"
"34",""
"Female","11"
"Male","32"
"35",""
"Female","37"
"Male","46"
"36",""
"Female","21"
"Male","43"
"37",""
"Female","22"
"Male","21"
"38",""
"Female","11"
"Male","35"
"39",""
"Female","14"
"Male","26"
"4",""
"Female","18"
"Male","24"
"40",""
"Female","33"
"Male","52"
"41",""
"Female","14"
"Male","20"
"42",""
"Female","20"
"Male","29"
"43",""
"Female","13"
"Male","29"
"44",""
"Female","15"
"Male","16"
"45",""
"Female","20"
"Male","28"
"46",""
"Female","13"
"Male","18"
"47",""
"Female","9"
"Male","14"
"48",""
"Female","20"
"Male","28"
"49",""
"Female","10"
"Male","25"
"5",""
"Female","22"
"Male","22"
"50",""
"Female","29"
"Male","39"
"51",""
"Female","10"
"Male","16"
"52",""
"Female","16"
"Male","34"
"53",""
"Female","15"
"Male","15"
"54",""
"Female","10"
"Male","15"
"55",""
"Female","20"
"Male","22"
"56",""
"Female","13"
"Male","16"
"57",""
"Female","6"
"Male","13"
"58",""
"Female","9"
"Male","11"
"59",""
"Female","8"
"Male","7"
"6",""
"Female","27"
"Male","31"
"60",""
"Female","12"
"Male","15"
"61",""
"Female","17"
"Male","8"
"62",""
"Female","10"
"Male","12"
"63",""
"Female","10"
"Male","9"
"64",""
"Female","6"
"Male","9"
"65",""
"Female","12"
"Male","13"
"66",""
"Female","8"
"Male","12"
"67",""
"Female","9"
"Male","10"
"68",""
"Female","10"
"Male","9"
"69",""
"Female","12"
"Male","5"
"7",""
"Female","27"
"Male","24"
"70",""
"Female","15"
"Male","17"
"71",""
"Female","4"
"Male","7"
"72",""
"Female","7"
"Male","6"
"73",""
"Female","8"
"Male","5"
"74",""
"Female","8"
"Male","2"
"75",""
"Female","5"
"Male","7"
"76",""
"Female","6"
"Male","4"
"77",""
"Female","2"
"Male","1"
"78",""
"Female","6"
"Male","5"
"79",""
"Female","1"
"Male","1"
"8",""
"Female","21"
"Male","28"
"80",""
"Female","4"
"Male","5"
"81",""
"Female","1"
"Male","3"
"82",""
"Female","2"
"Male","2"
"83",""
"Female","1"
"Male","1"
"84",""
"Female","2"
"Male","3"
"85",""
"Female","5"
"Male","4"
"9",""
"Female","30"
"Male","29"
