"Population by Mother tongue","Number"
"Bahing",""
"Female","87"
"Male","67"
"Bangla",""
"Female","684"
"Male","582"
"Bantawa",""
"Female","1424"
"Male","1181"
"Bhojpuri",""
"Female","100"
"Male","91"
"Bhujel",""
"Female","65"
"Male","54"
"Chamling",""
"Female","381"
"Male","321"
"Danuwar",""
"Female","15"
"Male","26"
"Dhimal",""
"Female","6"
"Male","5"
"Doteli",""
"Female","10"
"Male","7"
"Dumi",""
"Female","42"
"Male","34"
"Gurung",""
"Female","139"
"Male","112"
"Hindi",""
"Female","39"
"Male","50"
"Khash",""
"Female","10"
"Male","12"
"Koyee",""
"Female","13"
"Male","8"
"Kulung",""
"Female","529"
"Male","502"
"Limbu",""
"Female","1186"
"Male","1014"
"Lohorung",""
"Female","25"
"Male","27"
"Magahi",""
"Female","5"
"Male","6"
"Magar",""
"Female","1087"
"Male","994"
"Maithili",""
"Female","6203"
"Male","5850"
"Majhi",""
"Female","648"
"Male","573"
"Malpande",""
"Female","6"
"Male","8"
"Mewahang",""
"Female","8"
"Male","6"
"Nachhiring",""
"Female","16"
"Male","13"
"Nepali",""
"Female","21461"
"Male","17439"
"Newar",""
"Female","739"
"Male","652"
"Not Reported",""
"Female","96"
"Male","109"
"Others",""
"Female","179"
"Male","147"
"Puma",""
"Female","8"
"Male","10"
"Rai",""
"Female","1248"
"Male","988"
"Sampang",""
"Female","53"
"Male","50"
"Sanskrit",""
"Female","7"
"Male","6"
"Sherpa",""
"Female","86"
"Male","80"
"Sunuwar",""
"Female","135"
"Male","102"
"Tamang",""
"Female","704"
"Male","582"
"Tharu",""
"Female","2365"
"Male","1995"
"Thulung",""
"Female","90"
"Male","81"
"Uranw/Urau",""
"Female","1342"
"Male","1153"
"Urdu",""
"Female","481"
"Male","519"
"Wambule",""
"Female","12"
"Male","10"
"Yakkha",""
"Female","76"
"Male","65"
"Yamphu/Yamphe",""
"Female","36"
"Male","30"
