"Population by Educational Attainment","Number"
"Beginners",""
"Female","737"
"Male","801"
"","1538"
"Graduate and Equivalent",""
"Female","28"
"Male","105"
"","133"
"Intermediate and Equivalent",""
"Female","280"
"Male","480"
"","760"
"Level not Stated",""
"Female","61"
"Male","47"
"","108"
"Lower Secondary (Class 6-8)",""
"Female","3614"
"Male","4218"
"","7832"
"Non Formal Education",""
"Female","1297"
"Male","763"
"","2060"
"Others",""
"Female","13"
"Male","14"
"","27"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","37"
"","40"
"Primary Education (1-5 Class)",""
"Female","7475"
"Male","8887"
"","16362"
"Secondary Level (Class 9-10)",""
"Female","1510"
"Male","2114"
"","3624"
"SLC and Equivalent",""
"Female","1000"
"Male","1367"
"","2367"
