"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","38"
"Male","33"
"","71"
"Badi",""
"Female","74"
"Male","50"
"","124"
"Bangali",""
"Female","4"
"Male","8"
"","12"
"Bhote",""
"Female","11"
"Male","9"
"","20"
"Brahman - Hill",""
"Female","507"
"Male","491"
"","998"
"Brahman - Tarai",""
"Female","113"
"Male","134"
"","247"
"Chamar/ Harijan/ Ram",""
"Female","90"
"Male","101"
"","191"
"Chhetri",""
"Female","6907"
"Male","5861"
"","12768"
"Dalit Others",""
"Female","23"
"Male","15"
"","38"
"Damai/Dholi",""
"Female","544"
"Male","488"
"","1032"
"Dhobi",""
"Female","72"
"Male","76"
"","148"
"Dusadh/ Pasawan/ Pasi",""
"Female","34"
"Male","35"
"","69"
"Foreigner",""
"Female","46"
"Male","46"
"","92"
"Gharti/Bhujel",""
"Female","10"
"Male","10"
"","20"
"Gurung",""
"Female","53"
"Male","51"
"","104"
"Hajam/Thakur",""
"Female","40"
"Male","41"
"","81"
"Halwai",""
"Female","24"
"Male","38"
"","62"
"Kalwar",""
"Female","19"
"Male","24"
"","43"
"Kami",""
"Female","1395"
"Male","1238"
"","2633"
"Kathabaniyan",""
"Female","24"
"Male","27"
"","51"
"Kayastha",""
"Female","177"
"Male","190"
"","367"
"Kori",""
"Female","23"
"Male","27"
"","50"
"Kumal",""
"Female","598"
"Male","560"
"","1158"
"Kumhar",""
"Female","10"
"Male","14"
"","24"
"Kurmi",""
"Female","120"
"Male","119"
"","239"
"Limbu",""
"Female","9"
"Male","3"
"","12"
"Magar",""
"Female","2185"
"Male","1898"
"","4083"
"Mallaha",""
"Female","44"
"Male","40"
"","84"
"Musalman",""
"Female","1258"
"Male","1365"
"","2623"
"Newar",""
"Female","76"
"Male","69"
"","145"
"Others",""
"Female","32"
"Male","30"
"","62"
"Rajbansi",""
"Female","5"
"Male","6"
"","11"
"Sanyasi/Dasnami",""
"Female","298"
"Male","232"
"","530"
"Sarki",""
"Female","110"
"Male","110"
"","220"
"Tamang",""
"Female","27"
"Male","25"
"","52"
"Teli",""
"Female","26"
"Male","37"
"","63"
"Terai Others",""
"Female","26"
"Male","27"
"","53"
"Thakuri",""
"Female","492"
"Male","388"
"","880"
"Tharu",""
"Female","15331"
"Male","14184"
"","29515"
"Yadav",""
"Female","454"
"Male","517"
"","971"
