"Population by Educational Attainment","Number"
"Beginners",""
"Female","402"
"Male","455"
"Graduate and Equivalent",""
"Female","31"
"Male","91"
"Intermediate and Equivalent",""
"Female","267"
"Male","229"
"Level not Stated",""
"Female","50"
"Male","34"
"Lower Secondary (Class 6-8)",""
"Female","2000"
"Male","1711"
"Non Formal Education",""
"Female","1153"
"Male","729"
"Others",""
"Female","1"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","4850"
"Male","4634"
"Secondary Level (Class 9-10)",""
"Female","843"
"Male","775"
"SLC and Equivalent",""
"Female","737"
"Male","666"
