"Population by Educational Attainment","Number"
"Beginners",""
"Female","282"
"Male","303"
"","585"
"Graduate and Equivalent",""
"Female","5"
"Male","38"
"","43"
"Intermediate and Equivalent",""
"Female","82"
"Male","129"
"","211"
"Level not Stated",""
"Female","2"
"Male","8"
"","10"
"Lower Secondary (Class 6-8)",""
"Female","1123"
"Male","1233"
"","2356"
"Non Formal Education",""
"Female","315"
"Male","321"
"","636"
"Others",""
"Female","7"
"Male","5"
"","12"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","17"
"","19"
"Primary Education (1-5 Class)",""
"Female","2488"
"Male","2866"
"","5354"
"Secondary Level (Class 9-10)",""
"Female","465"
"Male","555"
"","1020"
"SLC and Equivalent",""
"Female","436"
"Male","531"
"","967"
