"Population by Educational Attainment","Number"
"Beginners",""
"Female","245"
"Male","243"
"Graduate and Equivalent",""
"Female","2"
"Male","24"
"Intermediate and Equivalent",""
"Female","19"
"Male","61"
"Level not Stated",""
"Female","11"
"Male","24"
"Lower Secondary (Class 6-8)",""
"Female","316"
"Male","635"
"Non Formal Education",""
"Female","133"
"Male","118"
"Others",""
"Female","4"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","1"
"Primary Education (1-5 Class)",""
"Female","2042"
"Male","2636"
"Secondary Level (Class 9-10)",""
"Female","58"
"Male","191"
"SLC and Equivalent",""
"Female","28"
"Male","90"
