"Population by Single Year of Age","Number"
"0",""
"Female","198"
"Male","196"
"1",""
"Female","165"
"Male","188"
"10",""
"Female","206"
"Male","211"
"11",""
"Female","173"
"Male","167"
"12",""
"Female","258"
"Male","238"
"13",""
"Female","184"
"Male","228"
"14",""
"Female","195"
"Male","230"
"15",""
"Female","194"
"Male","186"
"16",""
"Female","171"
"Male","146"
"17",""
"Female","145"
"Male","143"
"18",""
"Female","186"
"Male","139"
"19",""
"Female","141"
"Male","98"
"2",""
"Female","157"
"Male","161"
"20",""
"Female","190"
"Male","116"
"21",""
"Female","136"
"Male","85"
"22",""
"Female","154"
"Male","94"
"23",""
"Female","97"
"Male","92"
"24",""
"Female","149"
"Male","83"
"25",""
"Female","134"
"Male","72"
"26",""
"Female","91"
"Male","59"
"27",""
"Female","100"
"Male","52"
"28",""
"Female","102"
"Male","75"
"29",""
"Female","60"
"Male","42"
"3",""
"Female","233"
"Male","241"
"30",""
"Female","141"
"Male","73"
"31",""
"Female","65"
"Male","39"
"32",""
"Female","75"
"Male","66"
"33",""
"Female","74"
"Male","45"
"34",""
"Female","67"
"Male","40"
"35",""
"Female","141"
"Male","66"
"36",""
"Female","90"
"Male","59"
"37",""
"Female","71"
"Male","36"
"38",""
"Female","88"
"Male","59"
"39",""
"Female","58"
"Male","48"
"4",""
"Female","245"
"Male","198"
"40",""
"Female","187"
"Male","112"
"41",""
"Female","63"
"Male","53"
"42",""
"Female","74"
"Male","64"
"43",""
"Female","67"
"Male","63"
"44",""
"Female","69"
"Male","63"
"45",""
"Female","128"
"Male","96"
"46",""
"Female","71"
"Male","70"
"47",""
"Female","48"
"Male","41"
"48",""
"Female","94"
"Male","68"
"49",""
"Female","59"
"Male","40"
"5",""
"Female","240"
"Male","263"
"50",""
"Female","172"
"Male","146"
"51",""
"Female","61"
"Male","49"
"52",""
"Female","63"
"Male","77"
"53",""
"Female","47"
"Male","41"
"54",""
"Female","46"
"Male","44"
"55",""
"Female","91"
"Male","87"
"56",""
"Female","88"
"Male","63"
"57",""
"Female","51"
"Male","55"
"58",""
"Female","52"
"Male","46"
"59",""
"Female","57"
"Male","54"
"6",""
"Female","205"
"Male","231"
"60",""
"Female","150"
"Male","128"
"61",""
"Female","55"
"Male","63"
"62",""
"Female","50"
"Male","47"
"63",""
"Female","52"
"Male","37"
"64",""
"Female","38"
"Male","47"
"65",""
"Female","88"
"Male","73"
"66",""
"Female","48"
"Male","37"
"67",""
"Female","33"
"Male","40"
"68",""
"Female","57"
"Male","44"
"69",""
"Female","30"
"Male","11"
"7",""
"Female","231"
"Male","215"
"70",""
"Female","87"
"Male","47"
"71",""
"Female","21"
"Male","34"
"72",""
"Female","33"
"Male","36"
"73",""
"Female","25"
"Male","19"
"74",""
"Female","16"
"Male","22"
"75",""
"Female","31"
"Male","27"
"76",""
"Female","18"
"Male","24"
"77",""
"Female","7"
"Male","7"
"78",""
"Female","7"
"Male","25"
"79",""
"Female","9"
"Male","4"
"8",""
"Female","223"
"Male","260"
"80",""
"Female","33"
"Male","22"
"81",""
"Female","8"
"Male","4"
"82",""
"Female","9"
"Male","8"
"83",""
"Female","4"
"Male","7"
"84",""
"Female","10"
"Male","11"
"85",""
"Female","23"
"Male","23"
"9",""
"Female","237"
"Male","215"
