"Population by Educational Attainment","Number"
"Beginners",""
"Female","222"
"Male","264"
"Graduate and Equivalent",""
"Female","64"
"Male","101"
"Intermediate and Equivalent",""
"Female","375"
"Male","401"
"Level not Stated",""
"Female","82"
"Male","105"
"Lower Secondary (Class 6-8)",""
"Female","1992"
"Male","2016"
"Non Formal Education",""
"Female","836"
"Male","897"
"Others",""
"Female","1"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","14"
"Male","41"
"Primary Education (1-5 Class)",""
"Female","3407"
"Male","3821"
"Secondary Level (Class 9-10)",""
"Female","1116"
"Male","1190"
"SLC and Equivalent",""
"Female","755"
"Male","987"
