"Population by Educational Attainment","Number"
"Beginners",""
"Female","464"
"Male","525"
"","989"
"Graduate and Equivalent",""
"Female","2"
"Male","56"
"","58"
"Intermediate and Equivalent",""
"Female","99"
"Male","257"
"","356"
"Level not Stated",""
"Female","9"
"Male","15"
"","24"
"Lower Secondary (Class 6-8)",""
"Female","689"
"Male","997"
"","1686"
"Non Formal Education",""
"Female","438"
"Male","462"
"","900"
"Others",""
"Female","1"
"Male","6"
"","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","10"
"","10"
"Primary Education (1-5 Class)",""
"Female","2873"
"Male","3311"
"","6184"
"Secondary Level (Class 9-10)",""
"Female","310"
"Male","512"
"","822"
"SLC and Equivalent",""
"Female","169"
"Male","306"
"","475"
