"Population by Educational Attainment","Number"
"Beginners",""
"Female","220"
"Male","269"
"","489"
"Graduate and Equivalent",""
"Female","83"
"Male","285"
"","368"
"Intermediate and Equivalent",""
"Female","401"
"Male","675"
"","1076"
"Level not Stated",""
"Female","63"
"Male","90"
"","153"
"Lower Secondary (Class 6-8)",""
"Female","1527"
"Male","1979"
"","3506"
"Non Formal Education",""
"Female","70"
"Male","90"
"","160"
"Others",""
"Female","8"
"Male","12"
"","20"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","38"
"","43"
"Primary Education (1-5 Class)",""
"Female","3566"
"Male","4246"
"","7812"
"Secondary Level (Class 9-10)",""
"Female","902"
"Male","1324"
"","2226"
"SLC and Equivalent",""
"Female","750"
"Male","1139"
"","1889"
