"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","7"
"Male","7"
"","14"
"Bantar/Sardar",""
"Female","1238"
"Male","1093"
"","2331"
"Baraee",""
"Female","10"
"Male","12"
"","22"
"Brahman - Hill",""
"Female","27"
"Male","15"
"","42"
"Brahman - Tarai",""
"Female","9"
"Male","13"
"","22"
"Chamar/ Harijan/ Ram",""
"Female","779"
"Male","666"
"","1445"
"Chhetri",""
"Female","33"
"Male","40"
"","73"
"Damai/Dholi",""
"Female","21"
"Male","20"
"","41"
"Danuwar",""
"Female","11"
"Male","8"
"","19"
"Dhanuk",""
"Female","391"
"Male","361"
"","752"
"Dom",""
"Female","64"
"Male","52"
"","116"
"Dusadh/ Pasawan/ Pasi",""
"Female","299"
"Male","290"
"","589"
"Gaderi/Bhedihar",""
"Female","159"
"Male","158"
"","317"
"Hajam/Thakur",""
"Female","259"
"Male","212"
"","471"
"Halwai",""
"Female","323"
"Male","288"
"","611"
"Kalwar",""
"Female","546"
"Male","506"
"","1052"
"Kami",""
"Female","202"
"Male","170"
"","372"
"Kathabaniyan",""
"Female","68"
"Male","62"
"","130"
"Kayastha",""
"Female","38"
"Male","35"
"","73"
"Khatwe",""
"Female","1292"
"Male","1193"
"","2485"
"Koiri/Kushwaha",""
"Female","7"
"Male","6"
"","13"
"Kumal",""
"Female","95"
"Male","77"
"","172"
"Kumhar",""
"Female","41"
"Male","23"
"","64"
"Lhomi",""
"Female","66"
"Male","46"
"","112"
"Limbu",""
"Female","11"
"Male","7"
"","18"
"Lohar",""
"Female","14"
"Male","13"
"","27"
"Magar",""
"Female","83"
"Male","92"
"","175"
"Mali",""
"Female","14"
"Male","6"
"","20"
"Mallaha",""
"Female","158"
"Male","154"
"","312"
"Mewahang Bala",""
"Female","7"
"Male","8"
"","15"
"Musahar",""
"Female","1858"
"Male","1793"
"","3651"
"Musalman",""
"Female","1089"
"Male","1008"
"","2097"
"Others",""
"Female","41"
"Male","41"
"","82"
"Rai",""
"Female","54"
"Male","73"
"","127"
"Rajbansi",""
"Female","36"
"Male","26"
"","62"
"Rajdhob",""
"Female","110"
"Male","116"
"","226"
"Rajput",""
"Female","23"
"Male","25"
"","48"
"Sarki",""
"Female","9"
"Male","4"
"","13"
"Sonar",""
"Female","45"
"Male","32"
"","77"
"Sudhi",""
"Female","33"
"Male","36"
"","69"
"Tamang",""
"Female","47"
"Male","47"
"","94"
"Tatma/Tatwa",""
"Female","483"
"Male","456"
"","939"
"Teli",""
"Female","1456"
"Male","1327"
"","2783"
"Terai Others",""
"Female","31"
"Male","28"
"","59"
"Tharu",""
"Female","6262"
"Male","5465"
"","11727"
"Undefined Others",""
"Female","13"
"Male","14"
"","27"
"Yadav",""
"Female","575"
"Male","652"
"","1227"
