"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","11"
"Male","42"
"Badi",""
"Female","2136"
"Male","1863"
"Bangali",""
"Female","75"
"Male","225"
"Bantaba",""
"Female","12"
"Male","10"
"Baraee",""
"Female","30"
"Male","62"
"Bhote",""
"Female","23"
"Male","25"
"Bote",""
"Female","23"
"Male","17"
"Brahman - Hill",""
"Female","69611"
"Male","64675"
"Brahman - Tarai",""
"Female","85"
"Male","101"
"Brahmu/ Baramo",""
"Female","13"
"Male","11"
"Chamar/ Harijan/ Ram",""
"Female","50"
"Male","111"
"Chamling",""
"Female","5"
"Male","10"
"Chepang /Praja",""
"Female","30"
"Male","38"
"Chhantyal/Chhantel",""
"Female","397"
"Male","365"
"Chhetri",""
"Female","36834"
"Male","32589"
"Dalit Others",""
"Female","823"
"Male","738"
"Damai/Dholi",""
"Female","9677"
"Male","8153"
"Danuwar",""
"Female","25"
"Male","37"
"Darai",""
"Female","39"
"Male","39"
"Dhanuk",""
"Female","21"
"Male","60"
"Dhimal",""
"Female","13"
"Male","15"
"Dhobi",""
"Female","13"
"Male","33"
"Dura",""
"Female","215"
"Male","174"
"Dusadh/ Pasawan/ Pasi",""
"Female","15"
"Male","46"
"Foreigner",""
"Female","108"
"Male","210"
"Gaine",""
"Female","323"
"Male","276"
"Ghale",""
"Female","273"
"Male","263"
"Gharti/Bhujel",""
"Female","3542"
"Male","3167"
"Gurung",""
"Female","44615"
"Male","35621"
"Hajam/Thakur",""
"Female","139"
"Male","357"
"Halwai",""
"Female","193"
"Male","309"
"Hyolmo",""
"Female","102"
"Male","68"
"Jhangad/ Dhagar",""
"Female","4"
"Male","8"
"Jirel",""
"Female","19"
"Male","13"
"Kahar",""
"Female","5"
"Male","16"
"Kalwar",""
"Female","295"
"Male","537"
"Kamar",""
"Female","6"
"Male","7"
"Kami",""
"Female","21080"
"Male","17407"
"Kanu",""
"Female","16"
"Male","84"
"Kathabaniyan",""
"Female","232"
"Male","386"
"Kayastha",""
"Female","33"
"Male","60"
"Kewat",""
"Female","12"
"Male","20"
"Khatwe",""
"Female","6"
"Male","9"
"Khawas",""
"Female","115"
"Male","97"
"Kisan",""
"Female","5"
"Male","12"
"Koiri/Kushwaha",""
"Female","85"
"Male","188"
"Kumal",""
"Female","1263"
"Male","1198"
"Kumhar",""
"Female","3"
"Male","22"
"Kurmi",""
"Female","38"
"Male","104"
"Lhomi",""
"Female","9"
"Male","5"
"Limbu",""
"Female","283"
"Male","307"
"Lodh",""
"Female","14"
"Male","7"
"Lohar",""
"Female","11"
"Male","41"
"Magar",""
"Female","21747"
"Male","19623"
"Majhi",""
"Female","120"
"Male","199"
"Mali",""
"Female","17"
"Male","18"
"Mallaha",""
"Female","19"
"Male","51"
"Marwadi",""
"Female","73"
"Male","101"
"Musahar",""
"Female","16"
"Male","11"
"Musalman",""
"Female","1676"
"Male","2694"
"Newar",""
"Female","12028"
"Male","11339"
"Nuniya",""
"Female","15"
"Male","39"
"Others",""
"Female","155"
"Male","170"
"Pahari",""
"Female","4"
"Male","7"
"Pattharkatta/ Kushwadiya",""
"Female","6"
"Male","5"
"Punjabi/Sikh",""
"Female","10"
"Male","15"
"Rai",""
"Female","1636"
"Male","1728"
"Rajbansi",""
"Female","11"
"Male","25"
"Rajdhob",""
"Female","4"
"Male","25"
"Rajput",""
"Female","28"
"Male","38"
"Sanyasi/Dasnami",""
"Female","2063"
"Male","1970"
"Sarki",""
"Female","6536"
"Male","5673"
"Satar/ Santhal",""
"Female","28"
"Male","26"
"Sherpa",""
"Female","237"
"Male","249"
"Sonar",""
"Female","457"
"Male","418"
"Sudhi",""
"Female","10"
"Male","29"
"Sunuwar",""
"Female","101"
"Male","102"
"Tamang",""
"Female","6637"
"Male","6453"
"Tatma/Tatwa",""
"Female","14"
"Male","24"
"Teli",""
"Female","188"
"Male","476"
"Terai Others",""
"Female","174"
"Male","237"
"Thakali",""
"Female","1227"
"Male","974"
"Thakuri",""
"Female","3636"
"Male","3138"
"Thami",""
"Female","6"
"Male","7"
"Tharu",""
"Female","829"
"Male","1618"
"Undefined Others",""
"Female","59"
"Male","63"
"Yadav",""
"Female","90"
"Male","264"
"Yakkha",""
"Female","16"
"Male","27"
