"Population by Educational Attainment","Number"
"Beginners",""
"Female","5065"
"Male","6026"
"Graduate and Equivalent",""
"Female","5493"
"Male","9387"
"Intermediate and Equivalent",""
"Female","16850"
"Male","19734"
"Level not Stated",""
"Female","543"
"Male","509"
"Lower Secondary (Class 6-8)",""
"Female","39128"
"Male","36192"
"Non Formal Education",""
"Female","7784"
"Male","5687"
"Others",""
"Female","88"
"Male","96"
"Post Graduate Equivalent and Above",""
"Female","1179"
"Male","3943"
"Primary Education (1-5 Class)",""
"Female","52298"
"Male","52878"
"Secondary Level (Class 9-10)",""
"Female","25885"
"Male","25901"
"SLC and Equivalent",""
"Female","23675"
"Male","27934"
