"Population by Educational Attainment","Number"
"Beginners",""
"Female","216"
"Male","325"
"","541"
"Graduate and Equivalent",""
"Female","60"
"Male","216"
"","276"
"Intermediate and Equivalent",""
"Female","175"
"Male","438"
"","613"
"Level not Stated",""
"Female","95"
"Male","93"
"","188"
"Lower Secondary (Class 6-8)",""
"Female","1054"
"Male","2683"
"","3737"
"Non Formal Education",""
"Female","31"
"Male","56"
"","87"
"Others",""
"Female","7"
"Male","9"
"","16"
"Post Graduate Equivalent and Above",""
"Female","24"
"Male","32"
"","56"
"Primary Education (1-5 Class)",""
"Female","4368"
"Male","5811"
"","10179"
"Secondary Level (Class 9-10)",""
"Female","288"
"Male","1171"
"","1459"
"SLC and Equivalent",""
"Female","166"
"Male","505"
"","671"
