"Population by Single Year of Age","Number"
"0",""
"Female","396"
"Male","417"
"1",""
"Female","249"
"Male","309"
"10",""
"Female","676"
"Male","745"
"11",""
"Female","329"
"Male","355"
"12",""
"Female","620"
"Male","675"
"13",""
"Female","441"
"Male","416"
"14",""
"Female","541"
"Male","472"
"15",""
"Female","449"
"Male","455"
"16",""
"Female","515"
"Male","594"
"17",""
"Female","362"
"Male","393"
"18",""
"Female","460"
"Male","627"
"19",""
"Female","246"
"Male","227"
"2",""
"Female","398"
"Male","364"
"20",""
"Female","472"
"Male","460"
"21",""
"Female","147"
"Male","198"
"22",""
"Female","359"
"Male","355"
"23",""
"Female","264"
"Male","173"
"24",""
"Female","347"
"Male","213"
"25",""
"Female","464"
"Male","438"
"26",""
"Female","293"
"Male","265"
"27",""
"Female","216"
"Male","185"
"28",""
"Female","439"
"Male","360"
"29",""
"Female","101"
"Male","107"
"3",""
"Female","420"
"Male","469"
"30",""
"Female","538"
"Male","494"
"31",""
"Female","66"
"Male","80"
"32",""
"Female","313"
"Male","239"
"33",""
"Female","184"
"Male","77"
"34",""
"Female","159"
"Male","77"
"35",""
"Female","418"
"Male","497"
"36",""
"Female","179"
"Male","156"
"37",""
"Female","90"
"Male","80"
"38",""
"Female","381"
"Male","223"
"39",""
"Female","76"
"Male","72"
"4",""
"Female","383"
"Male","449"
"40",""
"Female","393"
"Male","525"
"41",""
"Female","50"
"Male","56"
"42",""
"Female","196"
"Male","164"
"43",""
"Female","151"
"Male","74"
"44",""
"Female","103"
"Male","74"
"45",""
"Female","294"
"Male","434"
"46",""
"Female","116"
"Male","80"
"47",""
"Female","45"
"Male","62"
"48",""
"Female","262"
"Male","180"
"49",""
"Female","40"
"Male","43"
"5",""
"Female","501"
"Male","568"
"50",""
"Female","299"
"Male","361"
"51",""
"Female","52"
"Male","50"
"52",""
"Female","102"
"Male","142"
"53",""
"Female","109"
"Male","56"
"54",""
"Female","77"
"Male","56"
"55",""
"Female","183"
"Male","293"
"56",""
"Female","74"
"Male","78"
"57",""
"Female","50"
"Male","55"
"58",""
"Female","160"
"Male","103"
"59",""
"Female","44"
"Male","53"
"6",""
"Female","482"
"Male","498"
"60",""
"Female","230"
"Male","291"
"61",""
"Female","40"
"Male","47"
"62",""
"Female","64"
"Male","80"
"63",""
"Female","58"
"Male","22"
"64",""
"Female","49"
"Male","23"
"65",""
"Female","222"
"Male","246"
"66",""
"Female","37"
"Male","25"
"67",""
"Female","21"
"Male","35"
"68",""
"Female","99"
"Male","83"
"69",""
"Female","25"
"Male","38"
"7",""
"Female","445"
"Male","440"
"70",""
"Female","173"
"Male","222"
"71",""
"Female","19"
"Male","21"
"72",""
"Female","48"
"Male","61"
"73",""
"Female","25"
"Male","22"
"74",""
"Female","12"
"Male","7"
"75",""
"Female","91"
"Male","113"
"76",""
"Female","9"
"Male","11"
"77",""
"Female","7"
"Male","8"
"78",""
"Female","20"
"Male","12"
"79",""
"Female","6"
"Male","2"
"8",""
"Female","659"
"Male","664"
"80",""
"Female","53"
"Male","57"
"81",""
"Female","6"
"Male","0"
"82",""
"Female","7"
"Male","5"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","1"
"Male","4"
"85",""
"Female","39"
"Male","63"
"9",""
"Female","293"
"Male","361"
