"Population by Educational Attainment","Number"
"Beginners",""
"Female","460"
"Male","642"
"Graduate and Equivalent",""
"Female","64"
"Male","213"
"Intermediate and Equivalent",""
"Female","228"
"Male","578"
"Level not Stated",""
"Female","65"
"Male","53"
"Lower Secondary (Class 6-8)",""
"Female","1627"
"Male","2995"
"Non Formal Education",""
"Female","29"
"Male","40"
"Others",""
"Female","59"
"Male","29"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","43"
"Primary Education (1-5 Class)",""
"Female","4356"
"Male","5379"
"Secondary Level (Class 9-10)",""
"Female","645"
"Male","1806"
"SLC and Equivalent",""
"Female","144"
"Male","426"
