"Population by Educational Attainment","Number"
"Beginners",""
"Female","89"
"Male","98"
"Graduate and Equivalent",""
"Female","16"
"Male","33"
"Intermediate and Equivalent",""
"Female","82"
"Male","158"
"Level not Stated",""
"Female","19"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","608"
"Male","658"
"Non Formal Education",""
"Female","162"
"Male","197"
"Others",""
"Female","1"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","1100"
"Male","1401"
"Secondary Level (Class 9-10)",""
"Female","230"
"Male","247"
"SLC and Equivalent",""
"Female","142"
"Male","237"
