"Population by Educational Attainment","Number"
"Beginners",""
"Female","236"
"Male","273"
"","509"
"Graduate and Equivalent",""
"Female","46"
"Male","97"
"","143"
"Intermediate and Equivalent",""
"Female","223"
"Male","293"
"","516"
"Level not Stated",""
"Female","42"
"Male","79"
"","121"
"Lower Secondary (Class 6-8)",""
"Female","2964"
"Male","2698"
"","5662"
"Non Formal Education",""
"Female","292"
"Male","313"
"","605"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","21"
"","25"
"Primary Education (1-5 Class)",""
"Female","4767"
"Male","5418"
"","10185"
"Secondary Level (Class 9-10)",""
"Female","1294"
"Male","1193"
"","2487"
"SLC and Equivalent",""
"Female","698"
"Male","691"
"","1389"
