"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","28"
"Male","29"
"Badi",""
"Female","1503"
"Male","1280"
"Bangali",""
"Female","87"
"Male","83"
"Bantar/Sardar",""
"Female","8"
"Male","7"
"Baraee",""
"Female","3"
"Male","21"
"Bhote",""
"Female","11"
"Male","18"
"Bote",""
"Female","45"
"Male","48"
"Brahman - Hill",""
"Female","49727"
"Male","45312"
"Brahman - Tarai",""
"Female","403"
"Male","477"
"Chamar/ Harijan/ Ram",""
"Female","82"
"Male","85"
"Chhetri",""
"Female","83675"
"Male","75560"
"Dalit Others",""
"Female","4620"
"Male","3842"
"Damai/Dholi",""
"Female","9404"
"Male","7657"
"Dhanuk",""
"Female","41"
"Male","42"
"Dhobi",""
"Female","38"
"Male","42"
"Dom",""
"Female","23"
"Male","27"
"Dusadh/ Pasawan/ Pasi",""
"Female","23"
"Male","27"
"Foreigner",""
"Female","33"
"Male","31"
"Ghale",""
"Female","7"
"Male","4"
"Gharti/Bhujel",""
"Female","24"
"Male","22"
"Gurung",""
"Female","697"
"Male","595"
"Hajam/Thakur",""
"Female","139"
"Male","134"
"Halwai",""
"Female","276"
"Male","338"
"Kalwar",""
"Female","45"
"Male","67"
"Kami",""
"Female","34851"
"Male","29703"
"Kanu",""
"Female","6"
"Male","5"
"Kathabaniyan",""
"Female","290"
"Male","343"
"Kayastha",""
"Female","113"
"Male","123"
"Kewat",""
"Female","10"
"Male","18"
"Khawas",""
"Female","7"
"Male","4"
"Koche",""
"Female","14"
"Male","10"
"Koiri/Kushwaha",""
"Female","28"
"Male","32"
"Kumal",""
"Female","137"
"Male","137"
"Kumhar",""
"Female","19"
"Male","13"
"Kurmi",""
"Female","150"
"Male","142"
"Limbu",""
"Female","126"
"Male","92"
"Lodh",""
"Female","17"
"Male","19"
"Lohar",""
"Female","2133"
"Male","1739"
"Magar",""
"Female","14580"
"Male","14201"
"Majhi",""
"Female","58"
"Male","46"
"Mallaha",""
"Female","174"
"Male","185"
"Marwadi",""
"Female","157"
"Male","199"
"Meche",""
"Female","62"
"Male","43"
"Musahar",""
"Female","65"
"Male","64"
"Musalman",""
"Female","2372"
"Male","2548"
"Newar",""
"Female","1532"
"Male","1431"
"Others",""
"Female","529"
"Male","454"
"Punjabi/Sikh",""
"Female","48"
"Male","53"
"Rai",""
"Female","246"
"Male","245"
"Rajbansi",""
"Female","113"
"Male","97"
"Raji",""
"Female","991"
"Male","929"
"Rajput",""
"Female","47"
"Male","66"
"Sanyasi/Dasnami",""
"Female","2143"
"Male","2018"
"Sarki",""
"Female","3868"
"Male","3351"
"Sherpa",""
"Female","25"
"Male","29"
"Sonar",""
"Female","27"
"Male","27"
"Sudhi",""
"Female","12"
"Male","27"
"Sunuwar",""
"Female","7"
"Male","9"
"Tamang",""
"Female","1245"
"Male","1109"
"Tatma/Tatwa",""
"Female","35"
"Male","24"
"Teli",""
"Female","118"
"Male","129"
"Terai Others",""
"Female","918"
"Male","896"
"Thakali",""
"Female","46"
"Male","42"
"Thakuri",""
"Female","15697"
"Male","14401"
"Thami",""
"Female","34"
"Male","25"
"Tharu",""
"Female","161773"
"Male","159531"
"Yadav",""
"Female","246"
"Male","297"
"Yakkha",""
"Female","25"
"Male","19"
