"Population by Single Year of Age","Number"
"0",""
"Female","399"
"Male","419"
"1",""
"Female","355"
"Male","351"
"10",""
"Female","735"
"Male","806"
"11",""
"Female","292"
"Male","339"
"12",""
"Female","584"
"Male","756"
"13",""
"Female","384"
"Male","469"
"14",""
"Female","433"
"Male","459"
"15",""
"Female","489"
"Male","601"
"16",""
"Female","435"
"Male","521"
"17",""
"Female","283"
"Male","275"
"18",""
"Female","515"
"Male","605"
"19",""
"Female","186"
"Male","196"
"2",""
"Female","433"
"Male","415"
"20",""
"Female","627"
"Male","617"
"21",""
"Female","169"
"Male","176"
"22",""
"Female","325"
"Male","374"
"23",""
"Female","218"
"Male","153"
"24",""
"Female","224"
"Male","164"
"25",""
"Female","647"
"Male","715"
"26",""
"Female","191"
"Male","160"
"27",""
"Female","140"
"Male","155"
"28",""
"Female","384"
"Male","280"
"29",""
"Female","81"
"Male","53"
"3",""
"Female","494"
"Male","574"
"30",""
"Female","618"
"Male","744"
"31",""
"Female","74"
"Male","64"
"32",""
"Female","249"
"Male","219"
"33",""
"Female","196"
"Male","86"
"34",""
"Female","91"
"Male","56"
"35",""
"Female","613"
"Male","763"
"36",""
"Female","103"
"Male","100"
"37",""
"Female","58"
"Male","63"
"38",""
"Female","274"
"Male","135"
"39",""
"Female","56"
"Male","32"
"4",""
"Female","451"
"Male","450"
"40",""
"Female","514"
"Male","733"
"41",""
"Female","36"
"Male","44"
"42",""
"Female","125"
"Male","139"
"43",""
"Female","126"
"Male","45"
"44",""
"Female","58"
"Male","22"
"45",""
"Female","434"
"Male","597"
"46",""
"Female","43"
"Male","46"
"47",""
"Female","31"
"Male","36"
"48",""
"Female","166"
"Male","92"
"49",""
"Female","42"
"Male","24"
"5",""
"Female","651"
"Male","684"
"50",""
"Female","378"
"Male","561"
"51",""
"Female","21"
"Male","33"
"52",""
"Female","64"
"Male","75"
"53",""
"Female","54"
"Male","12"
"54",""
"Female","17"
"Male","16"
"55",""
"Female","245"
"Male","346"
"56",""
"Female","27"
"Male","31"
"57",""
"Female","32"
"Male","23"
"58",""
"Female","103"
"Male","44"
"59",""
"Female","19"
"Male","19"
"6",""
"Female","512"
"Male","465"
"60",""
"Female","296"
"Male","417"
"61",""
"Female","15"
"Male","23"
"62",""
"Female","45"
"Male","32"
"63",""
"Female","35"
"Male","18"
"64",""
"Female","17"
"Male","17"
"65",""
"Female","250"
"Male","243"
"66",""
"Female","14"
"Male","13"
"67",""
"Female","10"
"Male","16"
"68",""
"Female","37"
"Male","29"
"69",""
"Female","7"
"Male","10"
"7",""
"Female","464"
"Male","485"
"70",""
"Female","216"
"Male","239"
"71",""
"Female","10"
"Male","9"
"72",""
"Female","27"
"Male","32"
"73",""
"Female","13"
"Male","10"
"74",""
"Female","4"
"Male","10"
"75",""
"Female","105"
"Male","120"
"76",""
"Female","7"
"Male","7"
"77",""
"Female","0"
"Male","5"
"78",""
"Female","3"
"Male","3"
"79",""
"Female","1"
"Male","1"
"8",""
"Female","654"
"Male","720"
"80",""
"Female","62"
"Male","59"
"81",""
"Female","2"
"Male","0"
"82",""
"Female","1"
"Male","1"
"83",""
"Female","2"
"Male","3"
"85",""
"Female","55"
"Male","47"
"9",""
"Female","328"
"Male","348"
