"Population by disability type","Number"
"Blind/low vision",""
"Female","103"
"Male","69"
"","172"
"Deaf/hard of hearing",""
"Female","49"
"Male","68"
"","117"
"Deaf-Blind",""
"Female","4"
"Male","2"
"","6"
"Intellectual disable",""
"Female","2"
"Male","5"
"","7"
"Mental disable",""
"Female","11"
"Male","18"
"","29"
"Multiple disable",""
"Female","12"
"Male","25"
"","37"
"No disability",""
"Female","17294"
"Male","14524"
"","31818"
"Physical",""
"Female","137"
"Male","131"
"","268"
"Speech problem",""
"Female","19"
"Male","34"
"","53"
