"Population by Educational Attainment","Number"
"Beginners",""
"Female","546"
"Male","618"
"","1164"
"Graduate and Equivalent",""
"Female","47"
"Male","269"
"","316"
"Intermediate and Equivalent",""
"Female","276"
"Male","588"
"","864"
"Level not Stated",""
"Female","49"
"Male","37"
"","86"
"Lower Secondary (Class 6-8)",""
"Female","1291"
"Male","1791"
"","3082"
"Non Formal Education",""
"Female","309"
"Male","278"
"","587"
"Others",""
"Female","2"
"Male","6"
"","8"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","75"
"","86"
"Primary Education (1-5 Class)",""
"Female","3699"
"Male","4257"
"","7956"
"Secondary Level (Class 9-10)",""
"Female","587"
"Male","1008"
"","1595"
"SLC and Equivalent",""
"Female","381"
"Male","795"
"","1176"
