"Population by Educational Attainment","Number"
"Beginners",""
"Female","389"
"Male","543"
"","932"
"Graduate and Equivalent",""
"Female","67"
"Male","368"
"","435"
"Intermediate and Equivalent",""
"Female","339"
"Male","743"
"","1082"
"Level not Stated",""
"Female","74"
"Male","168"
"","242"
"Lower Secondary (Class 6-8)",""
"Female","1597"
"Male","2483"
"","4080"
"Non Formal Education",""
"Female","49"
"Male","80"
"","129"
"Others",""
"Female","43"
"Male","26"
"","69"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","58"
"","64"
"Primary Education (1-5 Class)",""
"Female","4019"
"Male","4793"
"","8812"
"Secondary Level (Class 9-10)",""
"Female","789"
"Male","1833"
"","2622"
"SLC and Equivalent",""
"Female","540"
"Male","1394"
"","1934"
