"Population by Caste Ethinicity","Number"
"Amat",""
"Female","82"
"Male","58"
"","140"
"Badhaee",""
"Female","98"
"Male","87"
"","185"
"Bangali",""
"Female","142"
"Male","124"
"","266"
"Bantar/Sardar",""
"Female","366"
"Male","370"
"","736"
"Baraee",""
"Female","139"
"Male","138"
"","277"
"Bhote",""
"Female","11"
"Male","12"
"","23"
"Brahman - Hill",""
"Female","35"
"Male","22"
"","57"
"Brahman - Tarai",""
"Female","36"
"Male","43"
"","79"
"Chamar/ Harijan/ Ram",""
"Female","1087"
"Male","1025"
"","2112"
"Chhetri",""
"Female","14"
"Male","11"
"","25"
"Danuwar",""
"Female","90"
"Male","61"
"","151"
"Dhanuk",""
"Female","1822"
"Male","1620"
"","3442"
"Dhobi",""
"Female","168"
"Male","151"
"","319"
"Dom",""
"Female","74"
"Male","58"
"","132"
"Dusadh/ Pasawan/ Pasi",""
"Female","262"
"Male","265"
"","527"
"Hajam/Thakur",""
"Female","368"
"Male","339"
"","707"
"Halwai",""
"Female","280"
"Male","261"
"","541"
"Janajati Others",""
"Female","26"
"Male","18"
"","44"
"Kalwar",""
"Female","28"
"Male","26"
"","54"
"Kami",""
"Female","163"
"Male","144"
"","307"
"Kathabaniyan",""
"Female","186"
"Male","185"
"","371"
"Kayastha",""
"Female","6"
"Male","5"
"","11"
"Kewat",""
"Female","11"
"Male","5"
"","16"
"Khatwe",""
"Female","1241"
"Male","1206"
"","2447"
"Koiri/Kushwaha",""
"Female","391"
"Male","346"
"","737"
"Kumal",""
"Female","64"
"Male","75"
"","139"
"Kumhar",""
"Female","735"
"Male","691"
"","1426"
"Kurmi",""
"Female","11"
"Male","12"
"","23"
"Lohar",""
"Female","51"
"Male","52"
"","103"
"Mali",""
"Female","14"
"Male","13"
"","27"
"Mallaha",""
"Female","275"
"Male","290"
"","565"
"Musahar",""
"Female","1433"
"Male","1504"
"","2937"
"Musalman",""
"Female","2620"
"Male","2390"
"","5010"
"Newar",""
"Female","12"
"Male","12"
"","24"
"Others",""
"Female","36"
"Male","27"
"","63"
"Punjabi/Sikh",""
"Female","11"
"Male","6"
"","17"
"Rai",""
"Female","196"
"Male","195"
"","391"
"Rajbhar",""
"Female","15"
"Male","7"
"","22"
"Rajdhob",""
"Female","287"
"Male","219"
"","506"
"Rajput",""
"Female","14"
"Male","16"
"","30"
"Sanyasi/Dasnami",""
"Female","47"
"Male","49"
"","96"
"Satar/ Santhal",""
"Female","33"
"Male","32"
"","65"
"Sonar",""
"Female","10"
"Male","6"
"","16"
"Sudhi",""
"Female","144"
"Male","131"
"","275"
"Sunuwar",""
"Female","51"
"Male","46"
"","97"
"Tatma/Tatwa",""
"Female","22"
"Male","28"
"","50"
"Teli",""
"Female","2597"
"Male","2439"
"","5036"
"Terai Others",""
"Female","766"
"Male","756"
"","1522"
"Tharu",""
"Female","2316"
"Male","1962"
"","4278"
"Undefined Others",""
"Female","23"
"Male","18"
"","41"
"Yadav",""
"Female","3158"
"Male","3131"
"","6289"
