"Population by Educational Attainment","Number"
"Beginners",""
"Female","232"
"Male","254"
"Graduate and Equivalent",""
"Female","8"
"Male","35"
"Intermediate and Equivalent",""
"Female","109"
"Male","142"
"Level not Stated",""
"Female","8"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","1232"
"Male","1204"
"Non Formal Education",""
"Female","313"
"Male","306"
"Others",""
"Female","7"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","7"
"Primary Education (1-5 Class)",""
"Female","2168"
"Male","2459"
"Secondary Level (Class 9-10)",""
"Female","481"
"Male","520"
"SLC and Equivalent",""
"Female","222"
"Male","346"
