"Population by Educational Attainment","Number"
"Beginners",""
"Female","113"
"Male","75"
"","188"
"Graduate and Equivalent",""
"Female","7"
"Male","36"
"","43"
"Intermediate and Equivalent",""
"Female","35"
"Male","114"
"","149"
"Level not Stated",""
"Female","12"
"Male","18"
"","30"
"Lower Secondary (Class 6-8)",""
"Female","384"
"Male","608"
"","992"
"Non Formal Education",""
"Female","79"
"Male","113"
"","192"
"Others",""
"Female","0"
"Male","4"
"","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","1"
"","1"
"Primary Education (1-5 Class)",""
"Female","1855"
"Male","2074"
"","3929"
"Secondary Level (Class 9-10)",""
"Female","143"
"Male","279"
"","422"
"SLC and Equivalent",""
"Female","42"
"Male","122"
"","164"
