"Population by Educational Attainment","Number"
"Beginners",""
"Female","1435"
"Male","1605"
"Graduate and Equivalent",""
"Female","386"
"Male","875"
"Intermediate and Equivalent",""
"Female","2479"
"Male","2472"
"Level not Stated",""
"Female","381"
"Male","521"
"Lower Secondary (Class 6-8)",""
"Female","12665"
"Male","13276"
"Non Formal Education",""
"Female","4319"
"Male","4296"
"Others",""
"Female","32"
"Male","61"
"Post Graduate Equivalent and Above",""
"Female","52"
"Male","341"
"Primary Education (1-5 Class)",""
"Female","23719"
"Male","27307"
"Secondary Level (Class 9-10)",""
"Female","5890"
"Male","6217"
"SLC and Equivalent",""
"Female","3831"
"Male","5038"
