"Population by Educational Attainment","Number"
"Beginners",""
"Female","163"
"Male","222"
"","385"
"Graduate and Equivalent",""
"Female","48"
"Male","99"
"","147"
"Intermediate and Equivalent",""
"Female","213"
"Male","235"
"","448"
"Level not Stated",""
"Female","24"
"Male","17"
"","41"
"Lower Secondary (Class 6-8)",""
"Female","919"
"Male","1049"
"","1968"
"Non Formal Education",""
"Female","153"
"Male","97"
"","250"
"Others",""
"Female","2"
"Male","3"
"","5"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","20"
"","30"
"Primary Education (1-5 Class)",""
"Female","2154"
"Male","2363"
"","4517"
"Secondary Level (Class 9-10)",""
"Female","385"
"Male","544"
"","929"
"SLC and Equivalent",""
"Female","262"
"Male","408"
"","670"
