"Population by disability type","Number"
"Blind/low vision",""
"Female","57"
"Male","44"
"","101"
"Deaf/hard of hearing",""
"Female","48"
"Male","57"
"","105"
"Deaf-Blind",""
"Female","3"
"Male","1"
"","4"
"Intellectual disable",""
"Female","2"
"Male","2"
"","4"
"Mental disable",""
"Female","6"
"Male","16"
"","22"
"Multiple disable",""
"Female","28"
"Male","23"
"","51"
"No disability",""
"Female","8362"
"Male","7585"
"","15947"
"Physical",""
"Female","93"
"Male","136"
"","229"
"Speech problem",""
"Female","8"
"Male","26"
"","34"
