"Population by Educational Attainment","Number"
"Beginners",""
"Female","311"
"Male","382"
"","693"
"Graduate and Equivalent",""
"Female","5"
"Male","44"
"","49"
"Intermediate and Equivalent",""
"Female","54"
"Male","147"
"","201"
"Level not Stated",""
"Female","14"
"Male","8"
"","22"
"Lower Secondary (Class 6-8)",""
"Female","1186"
"Male","1683"
"","2869"
"Non Formal Education",""
"Female","353"
"Male","355"
"","708"
"Others",""
"Female","2"
"Male","6"
"","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"","9"
"Primary Education (1-5 Class)",""
"Female","3560"
"Male","4371"
"","7931"
"Secondary Level (Class 9-10)",""
"Female","381"
"Male","549"
"","930"
"SLC and Equivalent",""
"Female","165"
"Male","278"
"","443"
