"Population by Educational Attainment","Number"
"Beginners",""
"Female","259"
"Male","269"
"","528"
"Graduate and Equivalent",""
"Female","2"
"Male","49"
"","51"
"Intermediate and Equivalent",""
"Female","58"
"Male","158"
"","216"
"Level not Stated",""
"Female","18"
"Male","16"
"","34"
"Lower Secondary (Class 6-8)",""
"Female","506"
"Male","1163"
"","1669"
"Non Formal Education",""
"Female","83"
"Male","59"
"","142"
"Others",""
"Female","5"
"Male","9"
"","14"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","11"
"","11"
"Primary Education (1-5 Class)",""
"Female","2233"
"Male","2949"
"","5182"
"Secondary Level (Class 9-10)",""
"Female","120"
"Male","465"
"","585"
"SLC and Equivalent",""
"Female","50"
"Male","150"
"","200"
