"Population by Educational Attainment","Number"
"Beginners",""
"Female","2408"
"Male","2476"
"Graduate and Equivalent",""
"Female","88"
"Male","586"
"Intermediate and Equivalent",""
"Female","402"
"Male","1416"
"Level not Stated",""
"Female","38"
"Male","38"
"Lower Secondary (Class 6-8)",""
"Female","3210"
"Male","6569"
"Non Formal Education",""
"Female","838"
"Male","749"
"Others",""
"Female","10"
"Male","28"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","128"
"Primary Education (1-5 Class)",""
"Female","11041"
"Male","14309"
"Secondary Level (Class 9-10)",""
"Female","1243"
"Male","3392"
"SLC and Equivalent",""
"Female","1291"
"Male","3075"
