"Population by Educational Attainment","Number"
"Beginners",""
"Female","365"
"Male","404"
"","769"
"Graduate and Equivalent",""
"Female","36"
"Male","45"
"","81"
"Intermediate and Equivalent",""
"Female","136"
"Male","130"
"","266"
"Level not Stated",""
"Female","15"
"Male","12"
"","27"
"Lower Secondary (Class 6-8)",""
"Female","1216"
"Male","1217"
"","2433"
"Non Formal Education",""
"Female","288"
"Male","274"
"","562"
"Others",""
"Female","4"
"Male","5"
"","9"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","8"
"","9"
"Primary Education (1-5 Class)",""
"Female","2393"
"Male","2792"
"","5185"
"Secondary Level (Class 9-10)",""
"Female","464"
"Male","469"
"","933"
"SLC and Equivalent",""
"Female","368"
"Male","396"
"","764"
