"Population by disability type","Number"
"Blind/low vision",""
"Female","43"
"Male","55"
"","98"
"Deaf/hard of hearing",""
"Female","31"
"Male","29"
"","60"
"Deaf-Blind",""
"Female","3"
"Male","5"
"","8"
"Intellectual disable",""
"Female","3"
"Male","5"
"","8"
"Mental disable",""
"Female","25"
"Male","15"
"","40"
"Multiple disable",""
"Female","22"
"Male","25"
"","47"
"No disability",""
"Female","10651"
"Male","8502"
"","19153"
"Physical",""
"Female","108"
"Male","125"
"","233"
"Speech problem",""
"Female","26"
"Male","25"
"","51"
