"Population by Mother tongue","Number"
"Bahing",""
"Female","6"
"Male","14"
"Bangla",""
"Female","6"
"Male","21"
"Bantawa",""
"Female","29"
"Male","25"
"Bhojpuri",""
"Female","107"
"Male","266"
"Chamling",""
"Female","20"
"Male","31"
"Danuwar",""
"Female","7"
"Male","11"
"Dhimal",""
"Female","8"
"Male","13"
"Doteli",""
"Female","15"
"Male","24"
"English",""
"Female","21"
"Male","26"
"Ghale",""
"Female","8"
"Male","6"
"Gurung",""
"Female","983"
"Male","857"
"Hindi",""
"Female","63"
"Male","129"
"Hyolmo/Yholmo",""
"Female","14"
"Male","16"
"Jirel",""
"Female","18"
"Male","20"
"Khaling",""
"Female","27"
"Male","35"
"Kulung",""
"Female","25"
"Male","46"
"Limbu",""
"Female","359"
"Male","351"
"Magar",""
"Female","751"
"Male","824"
"Maithili",""
"Female","324"
"Male","537"
"Majhi",""
"Female","13"
"Male","11"
"Nachhiring",""
"Female","13"
"Male","12"
"Nepali",""
"Female","37990"
"Male","38086"
"Newar",""
"Female","5162"
"Male","5185"
"Not Reported",""
"Female","32"
"Male","33"
"Oriya",""
"Female","6"
"Male","19"
"Others",""
"Female","205"
"Male","190"
"Punjabi",""
"Female","11"
"Male","10"
"Rai",""
"Female","1139"
"Male","1066"
"Sampang",""
"Female","10"
"Male","7"
"Sanskrit",""
"Female","4"
"Male","9"
"Sherpa",""
"Female","1209"
"Male","1198"
"Sunuwar",""
"Female","68"
"Male","53"
"Tamang",""
"Female","4769"
"Male","4680"
"Thakali",""
"Female","16"
"Male","14"
"Thami",""
"Female","29"
"Male","28"
"Tharu",""
"Female","188"
"Male","245"
"Thulung",""
"Female","23"
"Male","17"
"Tibetan",""
"Female","7"
"Male","7"
"Urdu",""
"Female","41"
"Male","58"
"Wambule",""
"Female","7"
"Male","5"
