"Population by Educational Attainment","Number"
"Beginners",""
"Female","1675"
"Male","1854"
"Graduate and Equivalent",""
"Female","2626"
"Male","4036"
"Intermediate and Equivalent",""
"Female","5707"
"Male","6634"
"Level not Stated",""
"Female","140"
"Male","132"
"Lower Secondary (Class 6-8)",""
"Female","6246"
"Male","7082"
"Non Formal Education",""
"Female","2028"
"Male","1658"
"Others",""
"Female","26"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","966"
"Male","2271"
"Primary Education (1-5 Class)",""
"Female","8916"
"Male","9999"
"Secondary Level (Class 9-10)",""
"Female","4773"
"Male","5258"
"SLC and Equivalent",""
"Female","6108"
"Male","7168"
