"Population by Educational Attainment","Number"
"Beginners",""
"Female","149"
"Male","174"
"Graduate and Equivalent",""
"Female","7"
"Male","14"
"Intermediate and Equivalent",""
"Female","58"
"Male","117"
"Level not Stated",""
"Female","20"
"Male","24"
"Lower Secondary (Class 6-8)",""
"Female","487"
"Male","728"
"Non Formal Education",""
"Female","251"
"Male","160"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"Primary Education (1-5 Class)",""
"Female","1526"
"Male","1758"
"Secondary Level (Class 9-10)",""
"Female","165"
"Male","275"
"SLC and Equivalent",""
"Female","89"
"Male","168"
