"Population by Single Year of Age","Number"
"0",""
"Female","147"
"Male","150"
"1",""
"Female","156"
"Male","164"
"10",""
"Female","244"
"Male","235"
"11",""
"Female","192"
"Male","182"
"12",""
"Female","246"
"Male","261"
"13",""
"Female","234"
"Male","213"
"14",""
"Female","217"
"Male","198"
"15",""
"Female","219"
"Male","175"
"16",""
"Female","163"
"Male","185"
"17",""
"Female","164"
"Male","147"
"18",""
"Female","171"
"Male","139"
"19",""
"Female","112"
"Male","72"
"2",""
"Female","177"
"Male","180"
"20",""
"Female","133"
"Male","71"
"21",""
"Female","116"
"Male","60"
"22",""
"Female","142"
"Male","93"
"23",""
"Female","99"
"Male","52"
"24",""
"Female","134"
"Male","73"
"25",""
"Female","131"
"Male","66"
"26",""
"Female","113"
"Male","61"
"27",""
"Female","91"
"Male","75"
"28",""
"Female","100"
"Male","63"
"29",""
"Female","74"
"Male","46"
"3",""
"Female","141"
"Male","157"
"30",""
"Female","148"
"Male","110"
"31",""
"Female","53"
"Male","29"
"32",""
"Female","80"
"Male","54"
"33",""
"Female","52"
"Male","34"
"34",""
"Female","47"
"Male","30"
"35",""
"Female","133"
"Male","81"
"36",""
"Female","71"
"Male","48"
"37",""
"Female","45"
"Male","35"
"38",""
"Female","62"
"Male","46"
"39",""
"Female","35"
"Male","45"
"4",""
"Female","174"
"Male","187"
"40",""
"Female","152"
"Male","103"
"41",""
"Female","42"
"Male","38"
"42",""
"Female","69"
"Male","59"
"43",""
"Female","39"
"Male","34"
"44",""
"Female","47"
"Male","38"
"45",""
"Female","99"
"Male","98"
"46",""
"Female","48"
"Male","59"
"47",""
"Female","37"
"Male","41"
"48",""
"Female","60"
"Male","73"
"49",""
"Female","52"
"Male","36"
"5",""
"Female","201"
"Male","219"
"50",""
"Female","128"
"Male","127"
"51",""
"Female","39"
"Male","42"
"52",""
"Female","50"
"Male","46"
"53",""
"Female","24"
"Male","39"
"54",""
"Female","24"
"Male","30"
"55",""
"Female","53"
"Male","57"
"56",""
"Female","32"
"Male","31"
"57",""
"Female","39"
"Male","32"
"58",""
"Female","34"
"Male","41"
"59",""
"Female","32"
"Male","26"
"6",""
"Female","229"
"Male","226"
"60",""
"Female","62"
"Male","69"
"61",""
"Female","15"
"Male","28"
"62",""
"Female","36"
"Male","26"
"63",""
"Female","19"
"Male","17"
"64",""
"Female","21"
"Male","20"
"65",""
"Female","52"
"Male","45"
"66",""
"Female","28"
"Male","14"
"67",""
"Female","18"
"Male","20"
"68",""
"Female","33"
"Male","48"
"69",""
"Female","14"
"Male","16"
"7",""
"Female","193"
"Male","202"
"70",""
"Female","49"
"Male","34"
"71",""
"Female","12"
"Male","11"
"72",""
"Female","22"
"Male","27"
"73",""
"Female","22"
"Male","18"
"74",""
"Female","15"
"Male","12"
"75",""
"Female","23"
"Male","16"
"76",""
"Female","12"
"Male","8"
"77",""
"Female","14"
"Male","11"
"78",""
"Female","17"
"Male","12"
"79",""
"Female","10"
"Male","5"
"8",""
"Female","207"
"Male","239"
"80",""
"Female","21"
"Male","10"
"81",""
"Female","4"
"Male","2"
"82",""
"Female","4"
"Male","4"
"83",""
"Female","5"
"Male","4"
"84",""
"Female","9"
"Male","6"
"85",""
"Female","21"
"Male","22"
"9",""
"Female","186"
"Male","213"
