"Population by disability type","Number"
"Blind/low vision",""
"Female","19"
"Male","17"
"","36"
"Deaf/hard of hearing",""
"Female","9"
"Male","12"
"","21"
"Deaf-Blind",""
"Female","1"
"Male","0"
"","1"
"Intellectual disable",""
"Female","0"
"Male","0"
"","0"
"Mental disable",""
"Female","3"
"Male","1"
"","4"
"Multiple disable",""
"Female","5"
"Male","4"
"","9"
"No disability",""
"Female","1531"
"Male","1450"
"","2981"
"Physical",""
"Female","18"
"Male","23"
"","41"
"Speech problem",""
"Female","1"
"Male","5"
"","6"
