"Population by Educational Attainment","Number"
"Beginners",""
"Female","44"
"Male","64"
"","108"
"Graduate and Equivalent",""
"Female","0"
"Male","10"
"","10"
"Intermediate and Equivalent",""
"Female","8"
"Male","21"
"","29"
"Level not Stated",""
"Female","0"
"Male","3"
"","3"
"Lower Secondary (Class 6-8)",""
"Female","13"
"Male","51"
"","64"
"Non Formal Education",""
"Female","26"
"Male","154"
"","180"
"Others",""
"Female","0"
"Male","2"
"","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","1"
"","1"
"Primary Education (1-5 Class)",""
"Female","156"
"Male","216"
"","372"
"Secondary Level (Class 9-10)",""
"Female","7"
"Male","25"
"","32"
"SLC and Equivalent",""
"Female","4"
"Male","26"
"","30"
