"Population by Educational Attainment","Number"
"Beginners",""
"Female","238"
"Male","268"
"Graduate and Equivalent",""
"Female","6"
"Male","50"
"Intermediate and Equivalent",""
"Female","34"
"Male","164"
"Level not Stated",""
"Female","6"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","370"
"Male","880"
"Non Formal Education",""
"Female","164"
"Male","142"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","1673"
"Male","1986"
"Secondary Level (Class 9-10)",""
"Female","140"
"Male","414"
"SLC and Equivalent",""
"Female","145"
"Male","359"
