"Population by Educational Attainment","Number"
"Beginners",""
"Female","256"
"Male","377"
"","633"
"Graduate and Equivalent",""
"Female","153"
"Male","594"
"","747"
"Intermediate and Equivalent",""
"Female","434"
"Male","1081"
"","1515"
"Level not Stated",""
"Female","75"
"Male","76"
"","151"
"Lower Secondary (Class 6-8)",""
"Female","1663"
"Male","2191"
"","3854"
"Non Formal Education",""
"Female","109"
"Male","161"
"","270"
"Others",""
"Female","11"
"Male","19"
"","30"
"Post Graduate Equivalent and Above",""
"Female","35"
"Male","160"
"","195"
"Primary Education (1-5 Class)",""
"Female","4257"
"Male","4812"
"","9069"
"Secondary Level (Class 9-10)",""
"Female","676"
"Male","1433"
"","2109"
"SLC and Equivalent",""
"Female","722"
"Male","1664"
"","2386"
