"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","137"
"Male","140"
"","277"
"Baraee",""
"Female","964"
"Male","882"
"","1846"
"Bin",""
"Female","347"
"Male","382"
"","729"
"Brahman - Hill",""
"Female","693"
"Male","759"
"","1452"
"Brahman - Tarai",""
"Female","2470"
"Male","2525"
"","4995"
"Chamar/ Harijan/ Ram",""
"Female","849"
"Male","802"
"","1651"
"Chepang /Praja",""
"Female","10"
"Male","3"
"","13"
"Chhetri",""
"Female","36"
"Male","36"
"","72"
"Dhanuk",""
"Female","2233"
"Male","2345"
"","4578"
"Dhobi",""
"Female","267"
"Male","321"
"","588"
"Dhunia",""
"Female","61"
"Male","43"
"","104"
"Dom",""
"Female","46"
"Male","56"
"","102"
"Dusadh/ Pasawan/ Pasi",""
"Female","457"
"Male","464"
"","921"
"Gaderi/Bhedihar",""
"Female","105"
"Male","114"
"","219"
"Gharti/Bhujel",""
"Female","18"
"Male","20"
"","38"
"Hajam/Thakur",""
"Female","415"
"Male","416"
"","831"
"Halwai",""
"Female","215"
"Male","224"
"","439"
"Kalwar",""
"Female","315"
"Male","291"
"","606"
"Kami",""
"Female","11"
"Male","10"
"","21"
"Kanu",""
"Female","291"
"Male","300"
"","591"
"Kathabaniyan",""
"Female","49"
"Male","65"
"","114"
"Kayastha",""
"Female","192"
"Male","203"
"","395"
"Kewat",""
"Female","361"
"Male","398"
"","759"
"Khatwe",""
"Female","951"
"Male","877"
"","1828"
"Koiri/Kushwaha",""
"Female","1197"
"Male","1148"
"","2345"
"Kumhar",""
"Female","447"
"Male","476"
"","923"
"Kurmi",""
"Female","202"
"Male","225"
"","427"
"Lohar",""
"Female","239"
"Male","257"
"","496"
"Mali",""
"Female","91"
"Male","79"
"","170"
"Mallaha",""
"Female","1330"
"Male","1330"
"","2660"
"Musahar",""
"Female","612"
"Male","623"
"","1235"
"Musalman",""
"Female","3179"
"Male","2813"
"","5992"
"Nuniya",""
"Female","562"
"Male","586"
"","1148"
"Others",""
"Female","43"
"Male","20"
"","63"
"Rajput",""
"Female","1344"
"Male","1464"
"","2808"
"Sanyasi/Dasnami",""
"Female","37"
"Male","35"
"","72"
"Sonar",""
"Female","322"
"Male","299"
"","621"
"Sudhi",""
"Female","213"
"Male","221"
"","434"
"Teli",""
"Female","1420"
"Male","1513"
"","2933"
"Terai Others",""
"Female","196"
"Male","186"
"","382"
"Tharu",""
"Female","9"
"Male","9"
"","18"
"Yadav",""
"Female","1900"
"Male","1896"
"","3796"
