"Population by Educational Attainment","Number"
"Beginners",""
"Female","301"
"Male","317"
"Graduate and Equivalent",""
"Female","18"
"Male","92"
"Intermediate and Equivalent",""
"Female","131"
"Male","231"
"Level not Stated",""
"Female","12"
"Male","20"
"Lower Secondary (Class 6-8)",""
"Female","898"
"Male","1300"
"Non Formal Education",""
"Female","90"
"Male","75"
"Others",""
"Female","5"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","33"
"Primary Education (1-5 Class)",""
"Female","2401"
"Male","2846"
"Secondary Level (Class 9-10)",""
"Female","340"
"Male","632"
"SLC and Equivalent",""
"Female","301"
"Male","485"
