"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","28"
"Male","13"
"Bantaba",""
"Female","35"
"Male","40"
"Brahman - Hill",""
"Female","1520"
"Male","1246"
"Chamling",""
"Female","10"
"Male","10"
"Chhetri",""
"Female","994"
"Male","860"
"Damai/Dholi",""
"Female","193"
"Male","159"
"Dhimal",""
"Female","37"
"Male","43"
"Gharti/Bhujel",""
"Female","34"
"Male","22"
"Gurung",""
"Female","31"
"Male","25"
"Kami",""
"Female","562"
"Male","494"
"Kumal",""
"Female","170"
"Male","141"
"Limbu",""
"Female","2798"
"Male","2427"
"Magar",""
"Female","234"
"Male","200"
"Majhi",""
"Female","27"
"Male","21"
"Musahar",""
"Female","6"
"Male","11"
"Newar",""
"Female","440"
"Male","370"
"Others",""
"Female","40"
"Male","39"
"Rai",""
"Female","3173"
"Male","2815"
"Samgpang",""
"Female","34"
"Male","26"
"Sanyasi/Dasnami",""
"Female","119"
"Male","88"
"Sarki",""
"Female","9"
"Male","7"
"Sherpa",""
"Female","11"
"Male","9"
"Sunuwar",""
"Female","35"
"Male","26"
"Tamang",""
"Female","521"
"Male","473"
"Undefined Others",""
"Female","9"
"Male","6"
"Yakkha",""
"Female","98"
"Male","81"
