"Population by Educational Attainment","Number"
"Beginners",""
"Female","145"
"Male","118"
"Graduate and Equivalent",""
"Female","33"
"Male","81"
"Intermediate and Equivalent",""
"Female","210"
"Male","230"
"Level not Stated",""
"Female","32"
"Male","25"
"Lower Secondary (Class 6-8)",""
"Female","1980"
"Male","1758"
"Non Formal Education",""
"Female","335"
"Male","373"
"Others",""
"Female","1"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","12"
"Primary Education (1-5 Class)",""
"Female","2662"
"Male","2966"
"Secondary Level (Class 9-10)",""
"Female","1104"
"Male","976"
"SLC and Equivalent",""
"Female","688"
"Male","545"
