"Population by Mother tongue","Number"
"Bahing",""
"Female","8"
"Male","3"
"Bangla",""
"Female","3"
"Male","15"
"Bantawa",""
"Female","17"
"Male","21"
"Bhojpuri",""
"Female","70"
"Male","135"
"Chamling",""
"Female","8"
"Male","9"
"Danuwar",""
"Female","427"
"Male","395"
"Doteli",""
"Female","7"
"Male","11"
"English",""
"Female","86"
"Male","63"
"Gurung",""
"Female","95"
"Male","88"
"Hindi",""
"Female","21"
"Male","74"
"Jirel",""
"Female","7"
"Male","6"
"Kham",""
"Female","10"
"Male","7"
"Limbu",""
"Female","65"
"Male","71"
"Magar",""
"Female","343"
"Male","346"
"Maithili",""
"Female","146"
"Male","331"
"Nepali",""
"Female","20150"
"Male","18790"
"Newar",""
"Female","11078"
"Male","10490"
"Not Reported",""
"Female","11"
"Male","8"
"Others",""
"Female","87"
"Male","79"
"Pahari",""
"Female","901"
"Male","994"
"Rai",""
"Female","239"
"Male","219"
"Sherpa",""
"Female","46"
"Male","42"
"Sunuwar",""
"Female","32"
"Male","25"
"Tamang",""
"Female","6063"
"Male","5928"
"Thami",""
"Female","19"
"Male","13"
"Tharu",""
"Female","74"
"Male","98"
"Urdu",""
"Female","6"
"Male","21"
