"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","34"
"Male","37"
"Bangali",""
"Female","6"
"Male","20"
"Bantaba",""
"Female","6"
"Male","5"
"Bhote",""
"Female","60"
"Male","63"
"Brahman - Hill",""
"Female","4257"
"Male","4176"
"Brahman - Tarai",""
"Female","15"
"Male","20"
"Chamar/ Harijan/ Ram",""
"Female","12"
"Male","22"
"Chamling",""
"Female","7"
"Male","14"
"Chhetri",""
"Female","10896"
"Male","10108"
"Dalit Others",""
"Female","91"
"Male","82"
"Damai/Dholi",""
"Female","443"
"Male","402"
"Danuwar",""
"Female","435"
"Male","415"
"Dhanuk",""
"Female","13"
"Male","28"
"Dhimal",""
"Female","6"
"Male","5"
"Foreigner",""
"Female","11"
"Male","15"
"Gharti/Bhujel",""
"Female","45"
"Male","57"
"Gurung",""
"Female","163"
"Male","157"
"Hajam/Thakur",""
"Female","28"
"Male","47"
"Halwai",""
"Female","4"
"Male","9"
"Janajati Others",""
"Female","16"
"Male","19"
"Jirel",""
"Female","5"
"Male","7"
"Kalwar",""
"Female","4"
"Male","22"
"Kami",""
"Female","529"
"Male","489"
"Koiri/Kushwaha",""
"Female","16"
"Male","22"
"Kumal",""
"Female","7"
"Male","10"
"Kumhar",""
"Female","5"
"Male","17"
"Limbu",""
"Female","98"
"Male","91"
"Magar",""
"Female","1058"
"Male","1020"
"Majhi",""
"Female","80"
"Male","89"
"Musalman",""
"Female","52"
"Male","129"
"Newar",""
"Female","11516"
"Male","10871"
"Others",""
"Female","73"
"Male","98"
"Pahari",""
"Female","1706"
"Male","1685"
"Rai",""
"Female","440"
"Male","394"
"Rajbansi",""
"Female","7"
"Male","8"
"Sanyasi/Dasnami",""
"Female","231"
"Male","211"
"Sarki",""
"Female","795"
"Male","696"
"Sherpa",""
"Female","55"
"Male","41"
"Sunuwar",""
"Female","28"
"Male","17"
"Tamang",""
"Female","6450"
"Male","6268"
"Teli",""
"Female","25"
"Male","38"
"Terai Others",""
"Female","33"
"Male","40"
"Thakuri",""
"Female","51"
"Male","43"
"Thami",""
"Female","26"
"Male","15"
"Tharu",""
"Female","132"
"Male","173"
"Thulung",""
"Female","13"
"Male","12"
"Undefined Others",""
"Female","6"
"Male","5"
"Yadav",""
"Female","30"
"Male","70"
