"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","14"
"Male","15"
"Badi",""
"Female","87"
"Male","108"
"Bangali",""
"Female","85"
"Male","101"
"Bantar/Sardar",""
"Female","3836"
"Male","3983"
"Baraee",""
"Female","51"
"Male","49"
"Bin",""
"Female","12"
"Male","21"
"Brahman - Hill",""
"Female","646"
"Male","635"
"Brahman - Tarai",""
"Female","37"
"Male","46"
"Chamar/ Harijan/ Ram",""
"Female","247"
"Male","242"
"Chhetri",""
"Female","678"
"Male","617"
"Dalit Others",""
"Female","234"
"Male","266"
"Damai/Dholi",""
"Female","16"
"Male","17"
"Danuwar",""
"Female","16"
"Male","10"
"Dhanuk",""
"Female","196"
"Male","219"
"Dhobi",""
"Female","15"
"Male","14"
"Dom",""
"Female","71"
"Male","86"
"Dusadh/ Pasawan/ Pasi",""
"Female","360"
"Male","373"
"Foreigner",""
"Female","15"
"Male","10"
"Gangai",""
"Female","412"
"Male","466"
"Gharti/Bhujel",""
"Female","7"
"Male","12"
"Gurung",""
"Female","18"
"Male","19"
"Hajam/Thakur",""
"Female","171"
"Male","199"
"Halwai",""
"Female","201"
"Male","259"
"Jhangad/ Dhagar",""
"Female","430"
"Male","432"
"Kalwar",""
"Female","43"
"Male","57"
"Kami",""
"Female","124"
"Male","116"
"Kathabaniyan",""
"Female","380"
"Male","415"
"Kayastha",""
"Female","42"
"Male","43"
"Kewat",""
"Female","973"
"Male","1032"
"Khawas",""
"Female","56"
"Male","57"
"Koiri/Kushwaha",""
"Female","366"
"Male","408"
"Kumhar",""
"Female","30"
"Male","27"
"Kurmi",""
"Female","27"
"Male","33"
"Limbu",""
"Female","23"
"Male","16"
"Lohar",""
"Female","16"
"Male","23"
"Magar",""
"Female","89"
"Male","89"
"Majhi",""
"Female","42"
"Male","49"
"Mallaha",""
"Female","403"
"Male","458"
"Marwadi",""
"Female","269"
"Male","245"
"Munda",""
"Female","345"
"Male","352"
"Musahar",""
"Female","1067"
"Male","1075"
"Musalman",""
"Female","1412"
"Male","1408"
"Newar",""
"Female","239"
"Male","233"
"Nuniya",""
"Female","10"
"Male","20"
"Others",""
"Female","45"
"Male","42"
"Rai",""
"Female","137"
"Male","133"
"Rajbansi",""
"Female","2634"
"Male","2743"
"Rajbhar",""
"Female","44"
"Male","34"
"Rajdhob",""
"Female","29"
"Male","38"
"Rajput",""
"Female","58"
"Male","49"
"Sanyasi/Dasnami",""
"Female","34"
"Male","33"
"Sarbaria",""
"Female","14"
"Male","7"
"Sarki",""
"Female","17"
"Male","15"
"Satar/ Santhal",""
"Female","360"
"Male","366"
"Sonar",""
"Female","304"
"Male","336"
"Sudhi",""
"Female","35"
"Male","49"
"Sunuwar",""
"Female","7"
"Male","9"
"Tamang",""
"Female","88"
"Male","86"
"Tatma/Tatwa",""
"Female","34"
"Male","31"
"Teli",""
"Female","158"
"Male","158"
"Terai Others",""
"Female","312"
"Male","334"
"Thakuri",""
"Female","17"
"Male","21"
"Tharu",""
"Female","1058"
"Male","928"
"Undefined Others",""
"Female","40"
"Male","46"
"Yadav",""
"Female","340"
"Male","386"
