"Population by Educational Attainment","Number"
"Beginners",""
"Female","180"
"Male","205"
"","385"
"Graduate and Equivalent",""
"Female","22"
"Male","79"
"","101"
"Intermediate and Equivalent",""
"Female","119"
"Male","186"
"","305"
"Level not Stated",""
"Female","20"
"Male","7"
"","27"
"Lower Secondary (Class 6-8)",""
"Female","1192"
"Male","1095"
"","2287"
"Non Formal Education",""
"Female","154"
"Male","152"
"","306"
"Others",""
"Female","7"
"Male","2"
"","9"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","30"
"","35"
"Primary Education (1-5 Class)",""
"Female","2155"
"Male","2175"
"","4330"
"Secondary Level (Class 9-10)",""
"Female","461"
"Male","467"
"","928"
"SLC and Equivalent",""
"Female","376"
"Male","426"
"","802"
