"Population by Mother tongue","Number"
"Bahing",""
"Female","6"
"Male","14"
"","20"
"Bangla",""
"Female","6"
"Male","21"
"","27"
"Bantawa",""
"Female","29"
"Male","25"
"","54"
"Bhojpuri",""
"Female","107"
"Male","266"
"","373"
"Chamling",""
"Female","20"
"Male","31"
"","51"
"Danuwar",""
"Female","7"
"Male","11"
"","18"
"Dhimal",""
"Female","8"
"Male","13"
"","21"
"Doteli",""
"Female","15"
"Male","24"
"","39"
"English",""
"Female","21"
"Male","26"
"","47"
"Ghale",""
"Female","8"
"Male","6"
"","14"
"Gurung",""
"Female","983"
"Male","857"
"","1840"
"Hindi",""
"Female","63"
"Male","129"
"","192"
"Hyolmo/Yholmo",""
"Female","14"
"Male","16"
"","30"
"Jirel",""
"Female","18"
"Male","20"
"","38"
"Khaling",""
"Female","27"
"Male","35"
"","62"
"Kulung",""
"Female","25"
"Male","46"
"","71"
"Limbu",""
"Female","359"
"Male","351"
"","710"
"Magar",""
"Female","751"
"Male","824"
"","1575"
"Maithili",""
"Female","324"
"Male","537"
"","861"
"Majhi",""
"Female","13"
"Male","11"
"","24"
"Nachhiring",""
"Female","13"
"Male","12"
"","25"
"Nepali",""
"Female","37990"
"Male","38086"
"","76076"
"Newar",""
"Female","5162"
"Male","5185"
"","10347"
"Not Reported",""
"Female","32"
"Male","33"
"","65"
"Oriya",""
"Female","6"
"Male","19"
"","25"
"Others",""
"Female","205"
"Male","190"
"","395"
"Punjabi",""
"Female","11"
"Male","10"
"","21"
"Rai",""
"Female","1139"
"Male","1066"
"","2205"
"Sampang",""
"Female","10"
"Male","7"
"","17"
"Sanskrit",""
"Female","4"
"Male","9"
"","13"
"Sherpa",""
"Female","1209"
"Male","1198"
"","2407"
"Sunuwar",""
"Female","68"
"Male","53"
"","121"
"Tamang",""
"Female","4769"
"Male","4680"
"","9449"
"Thakali",""
"Female","16"
"Male","14"
"","30"
"Thami",""
"Female","29"
"Male","28"
"","57"
"Tharu",""
"Female","188"
"Male","245"
"","433"
"Thulung",""
"Female","23"
"Male","17"
"","40"
"Tibetan",""
"Female","7"
"Male","7"
"","14"
"Urdu",""
"Female","41"
"Male","58"
"","99"
"Wambule",""
"Female","7"
"Male","5"
"","12"
