"Population by Educational Attainment","Number"
"Beginners",""
"Female","1666"
"Male","1830"
"","3496"
"Graduate and Equivalent",""
"Female","209"
"Male","613"
"","822"
"Intermediate and Equivalent",""
"Female","1043"
"Male","1553"
"","2596"
"Level not Stated",""
"Female","158"
"Male","185"
"","343"
"Lower Secondary (Class 6-8)",""
"Female","9405"
"Male","8900"
"","18305"
"Non Formal Education",""
"Female","1093"
"Male","1421"
"","2514"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","31"
"Male","204"
"","235"
"Primary Education (1-5 Class)",""
"Female","17394"
"Male","19006"
"","36400"
"Secondary Level (Class 9-10)",""
"Female","4752"
"Male","5029"
"","9781"
"SLC and Equivalent",""
"Female","4055"
"Male","4371"
"","8426"
