"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","125"
"Male","90"
"Brahman - Hill",""
"Female","2115"
"Male","1803"
"Brahman - Tarai",""
"Female","12"
"Male","11"
"Chhetri",""
"Female","3138"
"Male","2475"
"Dalit Others",""
"Female","25"
"Male","29"
"Damai/Dholi",""
"Female","592"
"Male","563"
"Dhanuk",""
"Female","7"
"Male","5"
"Gharti/Bhujel",""
"Female","8"
"Male","7"
"Gurung",""
"Female","92"
"Male","80"
"Kami",""
"Female","1013"
"Male","942"
"Kumal",""
"Female","21"
"Male","17"
"Lohar",""
"Female","23"
"Male","31"
"Magar",""
"Female","982"
"Male","829"
"Musalman",""
"Female","62"
"Male","64"
"Newar",""
"Female","36"
"Male","41"
"Others",""
"Female","50"
"Male","36"
"Raji",""
"Female","147"
"Male","149"
"Sanyasi/Dasnami",""
"Female","411"
"Male","357"
"Sarki",""
"Female","319"
"Male","257"
"Tamang",""
"Female","20"
"Male","15"
"Teli",""
"Female","7"
"Male","8"
"Terai Others",""
"Female","19"
"Male","17"
"Thakuri",""
"Female","421"
"Male","317"
"Tharu",""
"Female","25694"
"Male","24530"
