"Population by Educational Attainment","Number"
"Beginners",""
"Female","544"
"Male","640"
"Graduate and Equivalent",""
"Female","121"
"Male","399"
"Intermediate and Equivalent",""
"Female","703"
"Male","1033"
"Level not Stated",""
"Female","81"
"Male","81"
"Lower Secondary (Class 6-8)",""
"Female","3622"
"Male","4350"
"Non Formal Education",""
"Female","786"
"Male","926"
"Others",""
"Female","10"
"Male","21"
"Post Graduate Equivalent and Above",""
"Female","22"
"Male","130"
"Primary Education (1-5 Class)",""
"Female","7125"
"Male","8266"
"Secondary Level (Class 9-10)",""
"Female","1627"
"Male","2157"
"SLC and Equivalent",""
"Female","1876"
"Male","2638"
