"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","237"
"Male","184"
"Bote",""
"Female","54"
"Male","38"
"Brahman - Hill",""
"Female","3120"
"Male","2288"
"Chhetri",""
"Female","6819"
"Male","4846"
"Dalit Others",""
"Female","31"
"Male","21"
"Damai/Dholi",""
"Female","851"
"Male","684"
"Darai",""
"Female","8"
"Male","10"
"Dura",""
"Female","32"
"Male","33"
"Gaine",""
"Female","95"
"Male","102"
"Ghale",""
"Female","56"
"Male","47"
"Gharti/Bhujel",""
"Female","613"
"Male","474"
"Gurung",""
"Female","2944"
"Male","2277"
"Hajam/Thakur",""
"Female","12"
"Male","13"
"Kamar",""
"Female","20"
"Male","17"
"Kami",""
"Female","1632"
"Male","1290"
"Kayastha",""
"Female","9"
"Male","4"
"Khawas",""
"Female","10"
"Male","6"
"Koiri/Kushwaha",""
"Female","6"
"Male","6"
"Kumal",""
"Female","745"
"Male","558"
"Kurmi",""
"Female","20"
"Male","14"
"Magar",""
"Female","1745"
"Male","1302"
"Majhi",""
"Female","53"
"Male","65"
"Mallaha",""
"Female","0"
"Male","13"
"Musalman",""
"Female","684"
"Male","510"
"Newar",""
"Female","2656"
"Male","2073"
"Others",""
"Female","36"
"Male","37"
"Rai",""
"Female","44"
"Male","32"
"Sanyasi/Dasnami",""
"Female","67"
"Male","52"
"Sarki",""
"Female","1769"
"Male","1225"
"Sonar",""
"Female","4"
"Male","8"
"Tamang",""
"Female","1489"
"Male","1227"
"Teli",""
"Female","3"
"Male","9"
"Terai Others",""
"Female","12"
"Male","6"
"Thakuri",""
"Female","202"
"Male","152"
"Tharu",""
"Female","5"
"Male","7"
"Undefined Others",""
"Female","5"
"Male","9"
"Yadav",""
"Female","43"
"Male","22"
