"Population by Educational Attainment","Number"
"Beginners",""
"Female","232"
"Male","264"
"Graduate and Equivalent",""
"Female","36"
"Male","125"
"Intermediate and Equivalent",""
"Female","186"
"Male","288"
"Level not Stated",""
"Female","4"
"Male","4"
"Lower Secondary (Class 6-8)",""
"Female","1910"
"Male","1826"
"Non Formal Education",""
"Female","606"
"Male","584"
"Others",""
"Female","3"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","37"
"Primary Education (1-5 Class)",""
"Female","3257"
"Male","3290"
"Secondary Level (Class 9-10)",""
"Female","985"
"Male","1188"
"SLC and Equivalent",""
"Female","888"
"Male","949"
