"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","164"
"Male","191"
"Bangali",""
"Female","103"
"Male","120"
"Bantar/Sardar",""
"Female","25"
"Male","24"
"Brahman - Hill",""
"Female","454"
"Male","479"
"Brahman - Tarai",""
"Female","330"
"Male","364"
"Chamar/ Harijan/ Ram",""
"Female","1253"
"Male","1390"
"Chhetri",""
"Female","1308"
"Male","1249"
"Chidimar",""
"Female","17"
"Male","22"
"Dalit Others",""
"Female","736"
"Male","792"
"Damai/Dholi",""
"Female","123"
"Male","120"
"Dhankar/ Dharikar",""
"Female","11"
"Male","11"
"Dhobi",""
"Female","427"
"Male","466"
"Dusadh/ Pasawan/ Pasi",""
"Female","441"
"Male","448"
"Gaderi/Bhedihar",""
"Female","188"
"Male","233"
"Gurung",""
"Female","48"
"Male","59"
"Hajam/Thakur",""
"Female","414"
"Male","438"
"Halwai",""
"Female","122"
"Male","118"
"Kahar",""
"Female","204"
"Male","236"
"Kalwar",""
"Female","50"
"Male","53"
"Kamar",""
"Female","9"
"Male","9"
"Kami",""
"Female","436"
"Male","425"
"Kanu",""
"Female","1080"
"Male","1190"
"Kathabaniyan",""
"Female","79"
"Male","77"
"Kayastha",""
"Female","273"
"Male","277"
"Kori",""
"Female","179"
"Male","187"
"Kumal",""
"Female","22"
"Male","19"
"Kumhar",""
"Female","152"
"Male","148"
"Kurmi",""
"Female","1318"
"Male","1427"
"Lodh",""
"Female","82"
"Male","93"
"Lohar",""
"Female","89"
"Male","100"
"Magar",""
"Female","568"
"Male","534"
"Mallaha",""
"Female","98"
"Male","93"
"Marwadi",""
"Female","278"
"Male","312"
"Musahar",""
"Female","7"
"Male","5"
"Musalman",""
"Female","4148"
"Male","4283"
"Natuwa",""
"Female","5"
"Male","9"
"Newar",""
"Female","95"
"Male","117"
"Others",""
"Female","46"
"Male","22"
"Pattharkatta/ Kushwadiya",""
"Female","99"
"Male","91"
"Rai",""
"Female","16"
"Male","32"
"Rajput",""
"Female","91"
"Male","79"
"Sanyasi/Dasnami",""
"Female","114"
"Male","113"
"Sarki",""
"Female","10"
"Male","7"
"Sonar",""
"Female","82"
"Male","86"
"Tamang",""
"Female","12"
"Male","11"
"Teli",""
"Female","263"
"Male","253"
"Terai Others",""
"Female","453"
"Male","482"
"Thakuri",""
"Female","91"
"Male","94"
"Tharu",""
"Female","246"
"Male","283"
"Yadav",""
"Female","1547"
"Male","1762"
