"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","21"
"Male","12"
"Brahman - Hill",""
"Female","413"
"Male","388"
"Chhetri",""
"Female","2933"
"Male","2292"
"Dalit Others",""
"Female","50"
"Male","45"
"Damai/Dholi",""
"Female","298"
"Male","250"
"Gharti/Bhujel",""
"Female","191"
"Male","171"
"Hajam/Thakur",""
"Female","10"
"Male","3"
"Hayu",""
"Female","393"
"Male","361"
"Kami",""
"Female","513"
"Male","440"
"Magar",""
"Female","3599"
"Male","2672"
"Majhi",""
"Female","273"
"Male","232"
"Newar",""
"Female","3614"
"Male","3147"
"Others",""
"Female","32"
"Male","34"
"Pahari",""
"Female","7"
"Male","10"
"Sanyasi/Dasnami",""
"Female","71"
"Male","72"
"Sarki",""
"Female","345"
"Male","300"
"Sudhi",""
"Female","6"
"Male","6"
"Sunuwar",""
"Female","518"
"Male","522"
"Tamang",""
"Female","2435"
"Male","1903"
"Teli",""
"Female","4"
"Male","8"
"Terai Others",""
"Female","7"
"Male","11"
