"Population by disability type","Number"
"Blind/low vision",""
"Female","80"
"Male","91"
"","171"
"Deaf/hard of hearing",""
"Female","67"
"Male","75"
"","142"
"Deaf-Blind",""
"Female","10"
"Male","14"
"","24"
"Intellectual disable",""
"Female","18"
"Male","13"
"","31"
"Mental disable",""
"Female","60"
"Male","43"
"","103"
"Multiple disable",""
"Female","50"
"Male","69"
"","119"
"No disability",""
"Female","24545"
"Male","22837"
"","47382"
"Physical",""
"Female","192"
"Male","249"
"","441"
"Speech problem",""
"Female","53"
"Male","70"
"","123"
