"Population by Mother tongue","Number"
"Bahing",""
"Female","22"
"Male","18"
"","40"
"Bangla",""
"Female","6"
"Male","32"
"","38"
"Bantawa",""
"Female","1223"
"Male","1131"
"","2354"
"Bhojpuri",""
"Female","26"
"Male","36"
"","62"
"Bhujel",""
"Female","16"
"Male","14"
"","30"
"Chamling",""
"Female","84"
"Male","71"
"","155"
"Gurung",""
"Female","768"
"Male","625"
"","1393"
"Hindi",""
"Female","26"
"Male","31"
"","57"
"Hyolmo/Yholmo",""
"Female","8"
"Male","5"
"","13"
"Khaling",""
"Female","88"
"Male","98"
"","186"
"Kulung",""
"Female","54"
"Male","51"
"","105"
"Lapcha",""
"Female","84"
"Male","72"
"","156"
"Limbu",""
"Female","2790"
"Male","2718"
"","5508"
"Lingkhim",""
"Female","26"
"Male","17"
"","43"
"Lohorung",""
"Female","8"
"Male","4"
"","12"
"Magar",""
"Female","646"
"Male","584"
"","1230"
"Maithili",""
"Female","96"
"Male","124"
"","220"
"Mewahang",""
"Female","272"
"Male","281"
"","553"
"Nachhiring",""
"Female","12"
"Male","16"
"","28"
"Nepali",""
"Female","14020"
"Male","13003"
"","27023"
"Newar",""
"Female","642"
"Male","636"
"","1278"
"Not Reported",""
"Female","137"
"Male","117"
"","254"
"Others",""
"Female","94"
"Male","111"
"","205"
"Rai",""
"Female","1382"
"Male","1278"
"","2660"
"Rajbanshi",""
"Female","20"
"Male","21"
"","41"
"Rajsthani",""
"Female","7"
"Male","10"
"","17"
"Sam",""
"Female","17"
"Male","15"
"","32"
"Sampang",""
"Female","43"
"Male","41"
"","84"
"Sanskrit",""
"Female","185"
"Male","163"
"","348"
"Sherpa",""
"Female","147"
"Male","139"
"","286"
"Sunuwar",""
"Female","360"
"Male","356"
"","716"
"Tamang",""
"Female","1435"
"Male","1335"
"","2770"
"Tharu",""
"Female","13"
"Male","15"
"","28"
"Thulung",""
"Female","50"
"Male","56"
"","106"
"Urdu",""
"Female","8"
"Male","19"
"","27"
"Wambule",""
"Female","10"
"Male","13"
"","23"
"Yakkha",""
"Female","215"
"Male","172"
"","387"
"Yamphu/Yamphe",""
"Female","35"
"Male","33"
"","68"
